F1,TP,Total pred,Total spindle
0.1727904667328699,783.0,4896.0,4167.0
0.13863786643156273,629.0,4896.0,4178.0
0.16484607745779542,747.0,4896.0,4167.0
0.17385548814120244,788.0,4896.0,4169.0
0.17720401633013352,803.0,4896.0,4167.0
0.17437368943825188,790.0,4896.0,4165.0
0.2024032631462904,918.0,4896.0,4175.0
0.3688913403199117,1672.0,4896.0,4169.0
0.3653400948076287,1657.0,4896.0,4175.0
0.4479028697571744,2029.0,4896.0,4164.0
0.4685121870519466,2124.0,4896.0,4171.0
0.4662766309747213,2112.0,4896.0,4163.0
0.4954796030871003,2247.0,4896.0,4174.0
0.49779444199382444,2257.0,4896.0,4172.0
0.4915067284359144,2228.0,4896.0,4170.0
0.5565121412803532,2521.0,4896.0,4164.0
0.5915803394313424,2684.0,4896.0,4178.0
0.5969325830299019,2705.0,4896.0,4167.0
0.5924290917117316,2684.0,4896.0,4165.0
0.6072847682119205,2751.0,4896.0,4164.0
0.624917309812569,2834.0,4896.0,4174.0
0.6200198653570246,2809.0,4896.0,4165.0
0.626984126984127,2844.0,4896.0,4176.0
0.6354109211252069,2880.0,4896.0,4169.0
0.6248896734333628,2832.0,4896.0,4168.0
0.6174066710846036,2795.0,4896.0,4158.0
0.6357615894039735,2880.0,4896.0,4164.0
0.6312072390200839,2860.0,4896.0,4166.0
0.6105657880224992,2768.0,4896.0,4171.0
0.6384386371154482,2895.0,4896.0,4173.0
0.6426287352519572,2914.0,4896.0,4173.0
0.6299282164549973,2852.0,4896.0,4159.0
0.6388797000771861,2897.0,4896.0,4173.0
0.6403799425668213,2899.0,4896.0,4158.0
0.6521019529956968,2955.0,4896.0,4167.0
0.6404147363776749,2903.0,4896.0,4170.0
0.6255380200860833,2834.0,4896.0,4165.0
0.6467145223633353,2928.0,4896.0,4159.0
0.6501158556769281,2946.0,4896.0,4167.0
0.6481951650292527,2936.0,4896.0,4163.0
0.6480644093967134,2938.0,4896.0,4171.0
0.6404320987654322,2905.0,4896.0,4176.0
0.64746772591857,2934.0,4896.0,4167.0
0.6454816285998014,2925.0,4896.0,4167.0
0.651219243076244,2951.0,4896.0,4167.0
0.6607142857142858,2997.0,4896.0,4176.0
0.6585769442912301,2985.0,4896.0,4169.0
0.655849889624724,2971.0,4896.0,4164.0
0.6460450729120636,2924.0,4896.0,4156.0
0.6583618123690884,2986.0,4896.0,4175.0
0.6581413295116305,2985.0,4896.0,4175.0
0.6662988302802914,3019.0,4896.0,4166.0
0.6657839567472139,3017.0,4896.0,4167.0
0.6692409532215358,3033.0,4896.0,4168.0
0.6690949227373069,3031.0,4896.0,4164.0
0.6693183073693514,3029.0,4896.0,4155.0
0.666887417218543,3021.0,4896.0,4164.0
0.6692401014668579,3034.0,4896.0,4171.0
0.6690226394257316,3029.0,4896.0,4159.0
0.6701975063444775,3037.0,4896.0,4167.0
0.668356662625372,3032.0,4896.0,4177.0
0.6680658345299901,3024.0,4896.0,4157.0
0.672396694214876,3051.0,4896.0,4179.0
0.6727011811458219,3047.0,4896.0,4163.0
0.670859538784067,3040.0,4896.0,4167.0
0.6728435914405471,3050.0,4896.0,4170.0
0.6722633381199603,3043.0,4896.0,4157.0
0.6718163760759214,3044.0,4896.0,4166.0
0.6726269315673289,3047.0,4896.0,4164.0
0.672179953688389,3048.0,4896.0,4173.0
0.6724727152463896,3050.0,4896.0,4175.0
0.6750413223140497,3063.0,4896.0,4179.0
0.6738746690203001,3054.0,4896.0,4168.0
0.6729157476841641,3051.0,4896.0,4172.0
0.6728395061728395,3052.0,4896.0,4176.0
0.6714474845542807,3043.0,4896.0,4168.0
0.6747492560343877,3061.0,4896.0,4177.0
0.6730663135826989,3050.0,4896.0,4167.0
0.6731405870668726,3050.0,4896.0,4166.0
0.6735751295336788,3055.0,4896.0,4175.0
